session_date,entry_timestamp,exit_timestamp,entry_price,exit_price,pnl_points
2017-06-06,2017-06-06 15:30:00,2017-06-06 16:00:00,5874.75,5883.5,8.75
2017-06-07,2017-06-07 15:30:00,2017-06-07 16:00:00,5872.5,5877.0,4.5
2017-06-08,2017-06-08 15:30:00,2017-06-08 16:00:00,5893.0,5869.5,-23.5
2017-06-09,2017-06-09 15:30:00,2017-06-09 16:00:00,5892.25,5885.25,-7.0
2017-06-12,2017-06-12 15:30:00,2017-06-12 16:00:00,5689.75,5647.25,-42.5
2017-06-13,2017-06-13 15:30:00,2017-06-13 16:00:00,5746.25,5758.0,11.75
2017-06-14,2017-06-14 15:30:00,2017-06-14 16:00:00,5781.75,5774.5,-7.25
2017-06-15,2017-06-15 15:30:00,2017-06-15 16:00:00,5676.25,5666.0,-10.25
2017-06-16,2017-06-16 15:30:00,2017-06-16 16:00:00,5706.75,5692.25,-14.5
2017-06-19,2017-06-19 15:30:00,2017-06-19 16:00:00,5735.25,5752.0,16.75
2017-06-20,2017-06-20 15:30:00,2017-06-20 16:00:00,5770.25,5755.75,-14.5
2017-06-21,2017-06-21 15:30:00,2017-06-21 16:00:00,5743.5,5748.75,5.25
2017-06-22,2017-06-22 15:30:00,2017-06-22 16:00:00,5795.0,5773.75,-21.25
2017-06-23,2017-06-23 15:30:00,2017-06-23 16:00:00,5779.25,5774.5,-4.75
2017-06-26,2017-06-26 15:30:00,2017-06-26 16:00:00,5839.75,5838.25,-1.5
2017-06-27,2017-06-27 15:30:00,2017-06-27 16:00:00,5759.0,5748.0,-11.0
2017-06-28,2017-06-28 15:30:00,2017-06-28 16:00:00,5695.25,5668.75,-26.5
2017-06-29,2017-06-29 15:30:00,2017-06-29 16:00:00,5732.0,5696.25,-35.75
2017-06-30,2017-06-30 15:30:00,2017-06-30 16:00:00,5673.5,5664.75,-8.75
